Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_Label,Indicator_Category_Label,Month_Week,Week_Ending,ND_Weekly_Estimate,CI_Half_width_95pct,n_unweighted,Suppression_Flag,Current_Season_Week_Ending,Influenza_Season,Legend,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort,Demographic_Name_Sort,Geographic_Sort,Season_Sort,Legend_Sort
State,Georgia,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,4.9,9.4211,43,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",0.0 - 14.3,2,1,1,22,3,3220101
State,Georgia,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,24.8,20.0257,43,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",4.8 - 44.8,3,1,1,22,3,3220101
State,Georgia,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,33.1,2.4416,4576,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",30.7 - 35.5,1,1,1,22,3,3220101
State,Georgia,Overall,18+ years,Up-to-date,Yes,December Week 5,,33.1,2.4416,4576,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Georgia, Overall (18+ years)",30.7 - 35.5,,1,1,22,3,3220101
State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,18.9,11.927,70,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",7.0 - 30.8,4,1,1,24,3,3240101
State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,10.9,9.7682,70,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",1.1 - 20.7,2,1,1,24,3,3240101
State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,26.8,13.7216,70,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",13.1 - 40.5,3,1,1,24,3,3240101
State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,43.4,1.7643,8972,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",41.6 - 45.1,1,1,1,24,3,3240101
State,Hawaii,Overall,18+ years,Up-to-date,Yes,December Week 5,,43.4,1.7643,8972,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Hawaii, Overall (18+ years)",41.6 - 45.1,,1,1,24,3,3240101
State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,37.1,14.2537,34,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",22.8 - 51.3,4,1,1,25,3,3250101
State,Idaho,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,3,5.9098,34,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",0.0 - 8.9,2,1,1,25,3,3250101
State,Idaho,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,20.8,12.8164,34,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",8.0 - 33.6,3,1,1,25,3,3250101
State,Idaho,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,39.1,2.2761,4257,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",36.9 - 41.4,1,1,1,25,3,3250101
State,Idaho,Overall,18+ years,Up-to-date,Yes,December Week 5,,39.1,2.2761,4257,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Idaho, Overall (18+ years)",36.9 - 41.4,,1,1,25,3,3250101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,25.6,12.1403,78,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",13.4 - 37.7,4,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,4.5,5.717,78,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",0.0 - 10.2,2,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,23.2,11.4301,78,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",11.8 - 34.7,3,1,1,26,3,3260101
State,Illinois,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,46.7,1.3302,17502,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",45.4 - 48.0,1,1,1,26,3,3260101
State,Illinois,Overall,18+ years,Up-to-date,Yes,December Week 5,,46.7,1.3302,17502,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Illinois, Overall (18+ years)",45.4 - 48.0,,1,1,26,3,3260101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,43.7,11.9332,55,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",31.8 - 55.6,4,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,8.8,6.8452,55,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",1.9 - 15.6,2,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,6.4,5.5373,55,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",0.8 - 11.9,3,1,1,27,3,3270101
State,Indiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,41.2,3.0106,7863,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",38.2 - 44.2,1,1,1,27,3,3270101
State,Indiana,Overall,18+ years,Up-to-date,Yes,December Week 5,,41.2,3.0106,7863,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Indiana, Overall (18+ years)",38.2 - 44.2,,1,1,27,3,3270101
State,Iowa,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,,,25,1,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",,4,1,1,28,3,3280101
State,Iowa,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,,,25,1,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",,2,1,1,28,3,3280101
State,Iowa,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,,,25,1,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",,3,1,1,28,3,3280101
State,Iowa,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,,,4136,1,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",,1,1,1,28,3,3280101
State,Iowa,Overall,18+ years,Up-to-date,Yes,December Week 5,,46.3,2.8185,4136,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Iowa, Overall (18+ years)",43.5 - 49.1,,1,1,28,3,3280101
State,Kansas,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,38.7,12.4341,45,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall (18+ years)",26.2 - 51.1,4,1,1,29,3,3290101
State,Kansas,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,9.7,9.7696,45,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall (18+ years)",0.0 - 19.5,2,1,1,29,3,3290101
State,Kansas,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,7.9,8.0965,45,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall (18+ years)",0.0 - 16.0,3,1,1,29,3,3290101
State,Kansas,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,43.7,3.3686,6851,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall (18+ years)",40.3 - 47.1,1,1,1,29,3,3290101
State,Kansas,Overall,18+ years,Up-to-date,Yes,December Week 5,,43.7,3.3686,6851,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kansas, Overall (18+ years)",40.3 - 47.1,,1,1,29,3,3290101
State,Kentucky,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,31.6,14.9718,53,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall (18+ years)",16.6 - 46.5,4,1,1,30,3,3300101
State,Kentucky,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,6.2,6.2463,53,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall (18+ years)",0.0 - 12.5,2,1,1,30,3,3300101
State,Kentucky,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,19.4,12.7476,53,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall (18+ years)",6.6 - 32.1,3,1,1,30,3,3300101
State,Kentucky,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,42.9,3.3456,6476,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall (18+ years)",39.5 - 46.2,1,1,1,30,3,3300101
State,Kentucky,Overall,18+ years,Up-to-date,Yes,December Week 5,,42.9,3.3456,6476,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Kentucky, Overall (18+ years)",39.5 - 46.2,,1,1,30,3,3300101
State,Louisiana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,33.9,18.6921,50,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall (18+ years)",15.3 - 52.6,4,1,1,31,3,3310101
State,Louisiana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,14.1,14.383,50,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall (18+ years)",0.0 - 28.5,2,1,1,31,3,3310101
State,Louisiana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,16.9,13.7729,50,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall (18+ years)",3.1 - 30.7,3,1,1,31,3,3310101
State,Louisiana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,35.1,1.7296,8648,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall (18+ years)",33.3 - 36.8,1,1,1,31,3,3310101
State,Louisiana,Overall,18+ years,Up-to-date,Yes,December Week 5,,35.1,1.7296,8648,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall (18+ years)",33.3 - 36.8,,1,1,31,3,3310101
State,Maine,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,27.7,13.8101,38,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall (18+ years)",13.8 - 41.5,4,1,1,32,3,3320101
State,Maine,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,12.6,10.368,38,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall (18+ years)",2.2 - 22.9,2,1,1,32,3,3320101
State,Maine,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,10.1,8.286,38,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall (18+ years)",1.8 - 18.3,3,1,1,32,3,3320101
State,Maine,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,49.7,3.0363,10456,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall (18+ years)",46.7 - 52.8,1,1,1,32,3,3320101
State,Maine,Overall,18+ years,Up-to-date,Yes,December Week 5,,49.7,3.0363,10456,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall (18+ years)",46.7 - 52.8,,1,1,32,3,3320101
State,Maryland,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,22.1,22.3159,50,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall (18+ years)",0.0 - 44.4,4,1,1,33,3,3330101
State,Maryland,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,2.6,2.2046,50,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall (18+ years)",0.4 - 4.8,2,1,1,33,3,3330101
State,Maryland,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,26.1,23.4858,50,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall (18+ years)",2.6 - 49.6,3,1,1,33,3,3330101
State,Maryland,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,49.2,3.1326,6977,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall (18+ years)",46.0 - 52.3,1,1,1,33,3,3330101
State,Maryland,Overall,18+ years,Up-to-date,Yes,December Week 5,,49.2,3.1326,6977,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall (18+ years)",46.0 - 52.3,,1,1,33,3,3330101
State,Massachusetts,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,18.9,13.2797,64,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall (18+ years)",5.6 - 32.1,4,1,1,34,3,3340101
State,Massachusetts,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,9.5,10.8496,64,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall (18+ years)",0.0 - 20.3,2,1,1,34,3,3340101
State,Massachusetts,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,20.5,14.4801,64,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall (18+ years)",6.0 - 35.0,3,1,1,34,3,3340101
State,Massachusetts,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,51.1,1.8151,10132,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall (18+ years)",49.3 - 53.0,1,1,1,34,3,3340101
State,Massachusetts,Overall,18+ years,Up-to-date,Yes,December Week 5,,51.1,1.8151,10132,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall (18+ years)",49.3 - 53.0,,1,1,34,3,3340101
State,Michigan,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,13.4,8.5677,48,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall (18+ years)",4.9 - 22.0,4,1,1,35,3,3350101
State,Michigan,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,12.5,16.3337,48,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall (18+ years)",0.0 - 28.9,2,1,1,35,3,3350101
State,Michigan,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,30.1,19.786,48,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall (18+ years)",10.3 - 49.9,3,1,1,35,3,3350101
State,Michigan,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,43.9,3.7854,4260,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall (18+ years)",40.1 - 47.7,1,1,1,35,3,3350101
State,Michigan,Overall,18+ years,Up-to-date,Yes,December Week 5,,43.9,3.7854,4260,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Michigan, Overall (18+ years)",40.1 - 47.7,,1,1,35,3,3350101
State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,26,13.9309,42,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall (18+ years)",12.0 - 39.9,4,1,1,36,3,3360101
State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,10.4,9.7406,42,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall (18+ years)",0.6 - 20.1,2,1,1,36,3,3360101
State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,15.6,10.724,42,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall (18+ years)",4.8 - 26.3,3,1,1,36,3,3360101
State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,48.1,1.8457,7886,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall (18+ years)",46.2 - 49.9,1,1,1,36,3,3360101
State,Minnesota,Overall,18+ years,Up-to-date,Yes,December Week 5,,48.1,1.8457,7886,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Minnesota, Overall (18+ years)",46.2 - 49.9,,1,1,36,3,3360101
State,Mississippi,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,48.6,13.1028,69,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall (18+ years)",35.5 - 61.7,4,1,1,37,3,3370101
State,Mississippi,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,0.5,1.005,69,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall (18+ years)",0.0 - 1.5,2,1,1,37,3,3370101
State,Mississippi,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,18.3,9.9126,69,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall (18+ years)",8.3 - 28.2,3,1,1,37,3,3370101
State,Mississippi,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,32.6,1.9468,5799,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall (18+ years)",30.7 - 34.5,1,1,1,37,3,3370101
State,Mississippi,Overall,18+ years,Up-to-date,Yes,December Week 5,,32.6,1.9468,5799,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Mississippi, Overall (18+ years)",30.7 - 34.5,,1,1,37,3,3370101
State,Missouri,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,36.4,15.2137,47,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall (18+ years)",21.2 - 51.6,4,1,1,38,3,3380101
State,Missouri,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,6.1,5.9614,47,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall (18+ years)",0.1 - 12.1,2,1,1,38,3,3380101
State,Missouri,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,14.2,11.4375,47,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall (18+ years)",2.7 - 25.6,3,1,1,38,3,3380101
State,Missouri,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,43.3,2.4163,4625,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall (18+ years)",40.9 - 45.8,1,1,1,38,3,3380101
State,Missouri,Overall,18+ years,Up-to-date,Yes,December Week 5,,43.3,2.4163,4625,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Missouri, Overall (18+ years)",40.9 - 45.8,,1,1,38,3,3380101
State,Montana,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,40.6,14.9399,64,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall (18+ years)",25.6 - 55.5,4,1,1,39,3,3390101
State,Montana,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,5.7,7.0036,64,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall (18+ years)",0.0 - 12.7,2,1,1,39,3,3390101
State,Montana,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,12.8,9.3592,64,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall (18+ years)",3.5 - 22.2,3,1,1,39,3,3390101
State,Montana,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,40.9,5.3173,8958,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall (18+ years)",35.6 - 46.2,1,1,1,39,3,3390101
State,Montana,Overall,18+ years,Up-to-date,Yes,December Week 5,,40.9,5.3173,8958,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Montana, Overall (18+ years)",35.6 - 46.2,,1,1,39,3,3390101
State,Nebraska,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,29.2,15.116,43,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall (18+ years)",14.1 - 44.3,4,1,1,40,3,3400101
State,Nebraska,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,4.7,6.3237,43,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall (18+ years)",0.0 - 11.0,2,1,1,40,3,3400101
State,Nebraska,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,19.4,10.999,43,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall (18+ years)",8.4 - 30.4,3,1,1,40,3,3400101
State,Nebraska,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,46.8,2.6212,4931,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall (18+ years)",44.1 - 49.4,1,1,1,40,3,3400101
State,Nebraska,Overall,18+ years,Up-to-date,Yes,December Week 5,,46.8,2.6212,4931,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nebraska, Overall (18+ years)",44.1 - 49.4,,1,1,40,3,3400101
State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,39.8,9.8606,131,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall (18+ years)",30.0 - 49.7,4,1,1,41,3,3410101
State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,6,4.1488,131,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall (18+ years)",1.9 - 10.2,2,1,1,41,3,3410101
State,Nevada,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,18.1,8.8007,131,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall (18+ years)",9.3 - 26.9,3,1,1,41,3,3410101
State,Nevada,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,36,3.8414,8235,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall (18+ years)",32.2 - 39.8,1,1,1,41,3,3410101
State,Nevada,Overall,18+ years,Up-to-date,Yes,December Week 5,,36,3.8414,8235,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, Nevada, Overall (18+ years)",32.2 - 39.8,,1,1,41,3,3410101
State,New Hampshire,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,38,22.8314,32,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall (18+ years)",15.2 - 60.9,4,1,1,42,3,3420101
State,New Hampshire,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,4.8,9.3209,32,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall (18+ years)",0.0 - 14.1,2,1,1,42,3,3420101
State,New Hampshire,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,9.5,9.3209,32,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall (18+ years)",0.2 - 18.8,3,1,1,42,3,3420101
State,New Hampshire,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,47.7,1.5862,10744,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall (18+ years)",46.1 - 49.3,1,1,1,42,3,3420101
State,New Hampshire,Overall,18+ years,Up-to-date,Yes,December Week 5,,47.7,1.5862,10744,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Hampshire, Overall (18+ years)",46.1 - 49.3,,1,1,42,3,3420101
State,New Jersey,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,28.3,13.9905,55,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall (18+ years)",14.3 - 42.3,4,1,1,43,3,3430101
State,New Jersey,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,10.6,5.2164,55,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall (18+ years)",5.3 - 15.8,2,1,1,43,3,3430101
State,New Jersey,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,15.8,10.3533,55,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall (18+ years)",5.4 - 26.1,3,1,1,43,3,3430101
State,New Jersey,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,45.4,3.6155,9133,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall (18+ years)",41.8 - 49.0,1,1,1,43,3,3430101
State,New Jersey,Overall,18+ years,Up-to-date,Yes,December Week 5,,45.4,3.6155,9133,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall (18+ years)",41.8 - 49.0,,1,1,43,3,3430101
State,New Mexico,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,,25.2,12.3148,71,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall (18+ years)",12.9 - 37.5,4,1,1,44,3,3440101
State,New Mexico,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,,11.6,11.2915,71,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall (18+ years)",0.4 - 22.9,2,1,1,44,3,3440101
State,New Mexico,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,,19.4,9.582,71,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall (18+ years)",9.8 - 29.0,3,1,1,44,3,3440101
State,New Mexico,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,,43.8,4.5719,8402,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall (18+ years)",39.2 - 48.4,1,1,1,44,3,3440101
State,New Mexico,Overall,18+ years,Up-to-date,Yes,December Week 5,,43.8,4.5719,8402,0,12/30/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall (18+ years)",39.2 - 48.4,,1,1,44,3,3440101
