Geography_Name,Geography_Level,Demographic_Level,Demographic_Name,Indicator_Label,Indicator Category Label,Influenza_Season,Month_Week,Week_Ending,Current_Season_Week_Ending_Label,Point_Estimate,CI_HalfWidth,n_unweighted,n_weighted,Suppression_Flag,Legend_Label,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort_Order,Demographic_Name_Sort_Order,geography_name_order,geography_level_sort_order,Season_Sort,Legend_Sort
West Virginia,State,Overall,Overall,Up-to-date,Yes,2023-2024,February Week 2,2024-02-10,2024-02-10,0.436,3.6662,2504,496761,0,"2023-2024, West Virginia. Overall (6 months-17 years)",39.9 - 47.2,,1,1,63,3,1,1630101
Wisconsin,State,Overall,Overall,Up-to-date,Yes,2023-2024,February Week 2,2024-02-10,2024-02-10,0.465,4.6382,1597,667548,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",41.9 - 51.2,,1,1,64,3,1,1640101
Wyoming,State,Overall,Overall,Up-to-date,Yes,2023-2024,February Week 2,2024-02-10,2024-02-10,0.353,4.0947,1943,41085,0,"2023-2024, Wyoming. Overall (6 months-17 years)",31.2 - 39.4,,1,1,65,3,1,1650101
Illinois-City of Chicago,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,February Week 2,2024-02-10,2024-02-10,0.588,5.8896,1201,862059,0,"2023-2024, Illinois-City of Chicago. Overall (6 months-17 years)",52.9 - 64.7,,1,1,66,4,1,1660101
Illinois-Rest of State,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,February Week 2,2024-02-10,2024-02-10,0.505,3.1958,3700,2784311,0,"2023-2024, Illinois-Rest of State. Overall (6 months-17 years)",47.3 - 53.7,,1,1,67,4,1,1670101
New York-New York City,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,February Week 2,2024-02-10,2024-02-10,0.658,5.3296,2001,1016643,0,"2023-2024, New York-New York City. Overall (6 months-17 years)",60.5 - 71.1,,1,1,68,4,1,1680101
Nevada,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.447,5.5711,2034,226157,0,"2023-2024, Nevada. Overall (6 months-17 years)",39.2 - 50.3,,1,1,41,3,1,1410101
New Hampshire,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.569,4.7879,1948,228831,0,"2023-2024, New Hampshire. Overall (6 months-17 years)",52.1 - 61.7,,1,1,42,3,1,1420101
New Jersey,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.667,4.3735,2679,1377091,0,"2023-2024, New Jersey. Overall (6 months-17 years)",62.3 - 71.1,,1,1,43,3,1,1430101
New Mexico,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.491,3.8471,3126,980305,0,"2023-2024, New Mexico. Overall (6 months-17 years)",45.2 - 52.9,,1,1,44,3,1,1440101
New York,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.605,3.4714,4243,4351092,0,"2023-2024, New York. Overall (6 months-17 years)",57.0 - 63.9,,1,1,45,3,1,1450101
North Carolina,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.487,4.0414,2671,2763180,0,"2023-2024, North Carolina. Overall (6 months-17 years)",44.7 - 52.7,,1,1,46,3,1,1460101
North Dakota,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.451,5.1653,1439,85798,0,"2023-2024, North Dakota. Overall (6 months-17 years)",40.0 - 50.3,,1,1,47,3,1,1470101
Ohio,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.497,4.4582,1956,950772,0,"2023-2024, Ohio. Overall (6 months-17 years)",45.2 - 54.2,,1,1,48,3,1,1480101
Oklahoma,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.424,3.8049,2176,1135089,0,"2023-2024, Oklahoma. Overall (6 months-17 years)",38.6 - 46.3,,1,1,49,3,1,1490101
Oregon,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.507,4.4443,1799,869422,0,"2023-2024, Oregon. Overall (6 months-17 years)",46.2 - 55.1,,1,1,50,3,1,1500101
Pennsylvania,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.54,3.1961,4555,1615251,0,"2023-2024, Pennsylvania. Overall (6 months-17 years)",50.8 - 57.2,,1,1,51,3,1,1510101
Puerto Rico,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.299,3.394,2636,503836,0,"2023-2024, Puerto Rico. Overall (6 months-17 years)",26.5 - 33.3,,1,1,52,3,1,1520101
Rhode Island,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.709,7.8842,1456,88178,0,"2023-2024, Rhode Island. Overall (6 months-17 years)",63.0 - 78.8,,1,1,53,3,1,1530101
South Carolina,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.451,3.7776,2456,2552579,0,"2023-2024, South Carolina. Overall (6 months-17 years)",41.3 - 48.9,,1,1,54,3,1,1540101
South Dakota,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.466,5.1757,1660,99682,0,"2023-2024, South Dakota. Overall (6 months-17 years)",41.4 - 51.8,,1,1,55,3,1,1550101
Tennessee,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.508,5.6007,1451,1358775,0,"2023-2024, Tennessee. Overall (6 months-17 years)",45.2 - 56.4,,1,1,56,3,1,1560101
Texas,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.519,2.4359,6913,5574459,0,"2023-2024, Texas. Overall (6 months-17 years)",49.5 - 54.3,,1,1,57,3,1,1570101
Utah,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.446,4.488,1261,550322,0,"2023-2024, Utah. Overall (6 months-17 years)",40.1 - 49.1,,1,1,59,3,1,1590101
Vermont,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.646,8.6677,1174,32795,0,"2023-2024, Vermont. Overall (6 months-17 years)",56.0 - 73.3,,1,1,60,3,1,1600101
Virginia,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.579,3.3898,3743,2932510,0,"2023-2024, Virginia. Overall (6 months-17 years)",54.5 - 61.3,,1,1,61,3,1,1610101
Washington,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.548,5.018,1557,1395990,0,"2023-2024, Washington. Overall (6 months-17 years)",49.8 - 59.8,,1,1,62,3,1,1620101
West Virginia,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.453,3.8287,2504,309867,0,"2023-2024, West Virginia. Overall (6 months-17 years)",41.4 - 49.1,,1,1,63,3,1,1630101
Wisconsin,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.465,4.6382,1597,678411,0,"2023-2024, Wisconsin. Overall (6 months-17 years)",41.9 - 51.2,,1,1,64,3,1,1640101
Wyoming,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.356,4.1078,1943,41797,0,"2023-2024, Wyoming. Overall (6 months-17 years)",31.5 - 39.7,,1,1,65,3,1,1650101
Illinois-City of Chicago,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.613,6.1724,1201,506289,0,"2023-2024, Illinois-City of Chicago. Overall (6 months-17 years)",55.1 - 67.5,,1,1,66,4,1,1660101
Illinois-Rest of State,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.508,3.1856,3700,3399876,0,"2023-2024, Illinois-Rest of State. Overall (6 months-17 years)",47.6 - 54.0,,1,1,67,4,1,1670101
New York-New York City,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.675,5.4337,2001,1023918,0,"2023-2024, New York-New York City. Overall (6 months-17 years)",62.1 - 72.9,,1,1,68,4,1,1680101
New York-Rest of State,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.565,4.3488,2242,3327174,0,"2023-2024, New York-Rest of State. Overall (6 months-17 years)",52.2 - 60.9,,1,1,69,4,1,1690101
Pennsylvania-Philadelphia County,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.6,5.7956,1927,204230,0,"2023-2024, Pennsylvania-Philadelphia County. Overall (6 months-17 years)",54.2 - 65.8,,1,1,70,4,1,1700101
Pennsylvania-Rest of State,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.535,3.502,2628,1411021,0,"2023-2024, Pennsylvania-Rest of State. Overall (6 months-17 years)",50.0 - 57.0,,1,1,71,4,1,1710101
Texas-Bexar County,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.552,4.3286,2053,1416361,0,"2023-2024, Texas-Bexar County. Overall (6 months-17 years)",50.9 - 59.6,,1,1,72,4,1,1720101
Texas-City of Houston,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.574,4.7005,1984,1279605,0,"2023-2024, Texas-City of Houston. Overall (6 months-17 years)",52.7 - 62.1,,1,1,73,4,1,1730101
Texas-Rest of State,Substate,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 1,2024-03-02,2024-03-02,0.487,3.409,2876,2878493,0,"2023-2024, Texas-Rest of State. Overall (6 months-17 years)",45.3 - 52.1,,1,1,74,4,1,1740101
National,National,Age,12-17 years,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.465,1.2302,34758,25549763,0,"2023-2024, National. Age: 12-17 years",45.2 - 47.7,,2,7,1,1,1,1010207
National,National,Age,13-17 years,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.451,1.3718,26385,19818882,0,"2023-2024, National. Age: 13-17 years",43.8 - 46.5,,2,9,1,1,1,1010209
National,National,Age,5-11 years,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.527,1.2489,41378,26865982,0,"2023-2024, National. Age: 5-11 years",51.4 - 53.9,,2,6,1,1,1,1010206
National,National,Age,5-12 years,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.527,1.1321,49751,32596862,0,"2023-2024, National. Age: 5-12 years",51.6 - 53.8,,2,8,1,1,1,1010208
National,National,Age,5-17 years,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.496,0.8918,76136,52415744,0,"2023-2024, National. Age: 5-17 years",48.7 - 50.5,,2,5,1,1,1,1010205
National,National,Age,6 months-4 years,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.6,1.5569,38385,16826714,0,"2023-2024, National. Age: 6 months-4 years",58.4 - 61.5,,2,3,1,1,1,1010203
National,National,Age,6-23 months,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.652,2.5782,14535,4962363,0,"2023-2024, National. Age: 6-23 months",62.6 - 67.7,,2,4,1,1,1,1010204
National,National,Mother's Education,>= College degree,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.598,1.1236,56635,33187107,0,"2023-2024, National. Mother's Education: >= College degree",58.7 - 60.9,,3,13,1,1,1,1010313
National,National,Mother's Education,High school or equivalent,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.437,1.7732,19098,11590484,0,"2023-2024, National. Mother's Education: High school or equivalent",41.9 - 45.5,,3,11,1,1,1,1010311
National,National,Mother's Education,Less than high school,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.547,3.205,7038,6168425,0,"2023-2024, National. Mother's Education: Less than high school",51.5 - 57.9,,3,10,1,1,1,1010310
National,National,Mother's Education,Some college,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.421,1.5061,25309,15283138,0,"2023-2024, National. Mother's Education: Some college",40.6 - 43.6,,3,12,1,1,1,1010312
National,National,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.521,0.7813,114521,69242458,0,"2023-2024, National. Overall (6 months-17 years)",51.3 - 52.9,,1,1,1,1,1,1010101
National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.457,1.5589,26084,15908903,0,"2023-2024, National. Poverty Status: Above Poverty, Income < $75k",44.1 - 47.3,,4,15,1,1,1,1010415
National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.561,1.0761,59541,33129252,0,"2023-2024, National. Poverty Status: Above Poverty, Income >= $75k",55.0 - 57.2,,4,14,1,1,1,1010414
National,National,Poverty Status,Below Poverty,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.519,2.4081,14596,11254014,0,"2023-2024, National. Poverty Status: Below Poverty",49.5 - 54.4,,4,16,1,1,1,1010416
National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.491,2.0701,14300,8950288,0,"2023-2024, National. Poverty Status: Poverty Status Unknown",47.0 - 51.2,,4,17,1,1,1,1010417
National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.469,2.1417,11086,9551413,0,"2023-2024, National. Race/Ethnicity: Black, Non-Hispanic",44.8 - 49.1,,5,18,1,1,1,1010518
National,National,Race/Ethnicity,Hispanic,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.563,1.7437,24935,17969930,0,"2023-2024, National. Race/Ethnicity: Hispanic",54.5 - 58.0,,5,19,1,1,1,1010519
National,National,Race/Ethnicity,"Other, Non-Hispanic",Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.579,2.2746,16515,7853438,0,"2023-2024, National. Race/Ethnicity: Other, Non-Hispanic",55.6 - 60.2,,5,21,1,1,1,1010521
National,National,Race/Ethnicity,"White, Non-Hispanic",Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.499,0.9782,61985,33867677,0,"2023-2024, National. Race/Ethnicity: White, Non-Hispanic",48.9 - 50.9,,5,20,1,1,1,1010520
National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.388,1.7679,19327,8221037,0,"2023-2024, National. Urbanicity: Rural (Non-MSA)",37.0 - 40.6,,6,22,1,1,1,1010622
National,National,Urbanicity,Suburban (MSA Non-Principal City),Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.518,1.0441,56246,38309473,0,"2023-2024, National. Urbanicity: Suburban (MSA Non-Principal City)",50.8 - 52.9,,6,23,1,1,1,1010623
National,National,Urbanicity,Urban (MSA Principal City),Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.573,1.4038,38948,22711948,0,"2023-2024, National. Urbanicity: Urban MSA Principal City",55.9 - 58.7,,6,24,1,1,1,1010624
Region 1,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.679,2.7599,9929,2740542,0,"2023-2024, Region 1. Overall (6 months-17 years)",65.1 - 70.6,,1,1,2,2,1,1020101
Region 10,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.507,2.977,5856,2956568,0,"2023-2024, Region 10. Overall (6 months-17 years)",47.7 - 53.6,,1,1,11,2,1,1110101
Region 2,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.623,2.7654,6922,5699678,0,"2023-2024, Region 2. Overall (6 months-17 years)",59.5 - 65.1,,1,1,3,2,1,1030101
Region 3,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.569,1.7663,18514,6254961,0,"2023-2024, Region 3. Overall (6 months-17 years)",55.1 - 58.7,,1,1,4,2,1,1040101
Region 4,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.443,1.6374,16159,13859818,0,"2023-2024, Region 4. Overall (6 months-17 years)",42.6 - 45.9,,1,1,5,2,1,1050101
Region 5,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.501,1.7475,13909,10989258,0,"2023-2024, Region 5. Overall (6 months-17 years)",48.3 - 51.8,,1,1,6,2,1,1060101
Region 6,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.484,1.6243,16853,10213782,0,"2023-2024, Region 6. Overall (6 months-17 years)",46.8 - 50.0,,1,1,7,2,1,1070101
Region 7,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.515,2.7308,6617,3107649,0,"2023-2024, Region 7. Overall (6 months-17 years)",48.8 - 54.3,,1,1,8,2,1,1080101
Region 8,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.515,2.3911,10424,2752918,0,"2023-2024, Region 8. Overall (6 months-17 years)",49.1 - 53.9,,1,1,9,2,1,1090101
Region 9,Region,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.563,2.883,9338,10667284,0,"2023-2024, Region 9. Overall (6 months-17 years)",53.4 - 59.2,,1,1,10,2,1,1100101
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.427,3.6725,2380,2924405,0,"2023-2024, Alabama. Overall (6 months-17 years)",39.1 - 46.4,,1,1,12,3,1,1120101
Alaska,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.428,5.8809,1236,204618,0,"2023-2024, Alaska. Overall (6 months-17 years)",36.9 - 48.7,,1,1,13,3,1,1130101
Arizona,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.506,5.0575,2159,1906916,0,"2023-2024, Arizona. Overall (6 months-17 years)",45.6 - 55.7,,1,1,14,3,1,1140101
Arkansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.452,4.232,1844,888994,0,"2023-2024, Arkansas. Overall (6 months-17 years)",41.0 - 49.5,,1,1,15,3,1,1150101
California,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.588,3.841,2919,7527359,0,"2023-2024, California. Overall (6 months-17 years)",55.0 - 62.6,,1,1,16,3,1,1160101
Colorado,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.599,4.0959,2252,939047,0,"2023-2024, Colorado. Overall (6 months-17 years)",55.8 - 64.0,,1,1,17,3,1,1170101
Connecticut,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.718,6.6039,1287,205502,0,"2023-2024, Connecticut. Overall (6 months-17 years)",65.2 - 78.4,,1,1,18,3,1,1180101
Delaware,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.59,5.383,1727,311826,0,"2023-2024, Delaware. Overall (6 months-17 years)",53.6 - 64.4,,1,1,19,3,1,1190101
District of Columbia,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.688,4.2645,2884,197451,0,"2023-2024, District of Columbia. Overall (6 months-17 years)",64.5 - 73.1,,1,1,20,3,1,1200101
Florida,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.423,4.4158,1933,2048658,0,"2023-2024, Florida. Overall (6 months-17 years)",37.9 - 46.7,,1,1,21,3,1,1210101
Georgia,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.428,4.0492,1740,2121949,0,"2023-2024, Georgia. Overall (6 months-17 years)",38.7 - 46.8,,1,1,22,3,1,1220101
Hawaii,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.561,5.2265,2226,432011,0,"2023-2024, Hawaii. Overall (6 months-17 years)",50.9 - 61.4,,1,1,24,3,1,1240101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.399,5.5987,1264,630327,0,"2023-2024, Idaho. Overall (6 months-17 years)",34.3 - 45.5,,1,1,25,3,1,1250101
Illinois,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.535,2.9775,4901,3798102,0,"2023-2024, Illinois. Overall (6 months-17 years)",50.6 - 56.5,,1,1,26,3,1,1260101
Indiana,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.444,3.9881,1721,2442762,0,"2023-2024, Indiana. Overall (6 months-17 years)",40.5 - 48.4,,1,1,27,3,1,1270101
Iowa,State,Overall,Overall,Up-to-date,Yes,2023-2024,March Week 2,2024-03-09,2024-03-09,0.526,5.6702,1180,406999,0,"2023-2024, Iowa. Overall (6 months-17 years)",46.9 - 58.3,,1,1,28,3,1,1280101
Region 4,Region,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.455,1.771,16159,13796098,0,"2023-2024, Region 4. Overall (6 months-17 years)",43.8 - 47.3,,1,1,5,2,1,1050101
Region 5,Region,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.508,1.771,13909,10991183,0,"2023-2024, Region 5. Overall (6 months-17 years)",49.0 - 52.6,,1,1,6,2,1,1060101
Region 6,Region,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.503,1.8647,16853,10125714,0,"2023-2024, Region 6. Overall (6 months-17 years)",48.4 - 52.2,,1,1,7,2,1,1070101
Region 7,Region,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.519,2.7836,6617,3096264,0,"2023-2024, Region 7. Overall (6 months-17 years)",49.1 - 54.6,,1,1,8,2,1,1080101
Region 8,Region,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.528,2.5525,10424,2789298,0,"2023-2024, Region 8. Overall (6 months-17 years)",50.2 - 55.3,,1,1,9,2,1,1090101
Region 9,Region,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.573,3.0322,9338,10382192,0,"2023-2024, Region 9. Overall (6 months-17 years)",54.3 - 60.4,,1,1,10,2,1,1100101
Alabama,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.427,3.6725,2380,2123820,0,"2023-2024, Alabama. Overall (6 months-17 years)",39.1 - 46.4,,1,1,12,3,1,1120101
Alaska,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.428,5.8809,1236,82269,0,"2023-2024, Alaska. Overall (6 months-17 years)",36.9 - 48.7,,1,1,13,3,1,1130101
Arizona,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.518,5.256,2159,2262311,0,"2023-2024, Arizona. Overall (6 months-17 years)",46.6 - 57.1,,1,1,14,3,1,1140101
Arkansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.452,4.232,1844,1167316,0,"2023-2024, Arkansas. Overall (6 months-17 years)",41.0 - 49.5,,1,1,15,3,1,1150101
California,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.595,3.9415,2919,6949613,0,"2023-2024, California. Overall (6 months-17 years)",55.5 - 63.4,,1,1,16,3,1,1160101
Colorado,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.618,4.3666,2252,1538529,0,"2023-2024, Colorado. Overall (6 months-17 years)",57.4 - 66.1,,1,1,17,3,1,1170101
Connecticut,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.719,6.6055,1287,454680,0,"2023-2024, Connecticut. Overall (6 months-17 years)",65.3 - 78.5,,1,1,18,3,1,1180101
Delaware,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.615,5.9311,1727,295173,0,"2023-2024, Delaware. Overall (6 months-17 years)",55.5 - 67.4,,1,1,19,3,1,1190101
District of Columbia,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.698,4.3661,2884,385167,0,"2023-2024, District of Columbia. Overall (6 months-17 years)",65.4 - 74.2,,1,1,20,3,1,1200101
Florida,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.425,4.4253,1933,2964322,0,"2023-2024, Florida. Overall (6 months-17 years)",38.1 - 46.9,,1,1,21,3,1,1210101
Georgia,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.445,4.4035,1740,1555680,0,"2023-2024, Georgia. Overall (6 months-17 years)",40.1 - 48.9,,1,1,22,3,1,1220101
Guam,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.576,10.1563,311,50919,0,"2023-2024, Guam. Overall (6 months-17 years)",47.5 - 67.8,,1,1,23,3,1,1230101
Hawaii,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.572,5.4199,2226,506796,0,"2023-2024, Hawaii. Overall (6 months-17 years)",51.8 - 62.6,,1,1,24,3,1,1240101
Idaho,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.405,5.7296,1264,303511,0,"2023-2024, Idaho. Overall (6 months-17 years)",34.8 - 46.3,,1,1,25,3,1,1250101
Illinois,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.544,3.0612,4901,2448196,0,"2023-2024, Illinois. Overall (6 months-17 years)",51.4 - 57.5,,1,1,26,3,1,1260101
Indiana,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.446,4.015,1721,1477782,0,"2023-2024, Indiana. Overall (6 months-17 years)",40.6 - 48.6,,1,1,27,3,1,1270101
Iowa,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.526,5.6702,1180,888636,0,"2023-2024, Iowa. Overall (6 months-17 years)",46.9 - 58.3,,1,1,28,3,1,1280101
Kansas,State,Overall,Overall,Up-to-date,Yes,2023-2024,April Week 4,2024-04-27,2024-04-27,0.457,3.9485,2610,450441,0,"2023-2024, Kansas. Overall (6 months-17 years)",41.8 - 49.7,,1,1,29,3,1,1290101
